timestamp,item_id,buy_price,sell_price,buy_volume,sell_volume
2026-02-01T10:03:33.743464,ENCHANTED_CACTUS,103219.26451612904,100001.47443718229,11462,26814
2026-02-01T10:03:33.743464,ENCHANTED_SULPHUR,1732.546486709252,1515.3604161192093,232964,4441006
2026-02-01T10:03:33.743464,TITANIUM_TESSERACT,949454.3084337348,681185.4463414635,3551,4988
2026-02-01T10:03:33.743464,ENCHANTED_BONE_MEAL,2.3,0.0,367372,0
2026-02-01T10:03:33.743464,ENCHANTMENT_EXPERIENCE_5,36999997.5,26711502.9,22,19
2026-02-01T10:03:33.743464,ENCHANTED_BONE_BLOCK,59998.38333333334,48664.0,4928,4782
2026-02-01T10:03:33.743464,OMEGA_EGG,99999.6,30000.605217391305,33,2519
2026-02-01T10:03:33.743464,ENCHANTMENT_EXPERIENCE_2,0.0,0.0,0,0
2026-02-01T10:03:33.743464,POLISHED_PUMPKIN,255499.0,252245.4371867421,10598,40085
2026-02-01T10:03:33.743464,ENCHANTMENT_EXPERIENCE_1,0.0,0.0,0,0
2026-02-01T10:03:33.743464,ENCHANTMENT_EXPERIENCE_4,539989.4154446177,142995.11875000002,35551,282
2026-02-01T10:03:33.743464,ENCHANTMENT_EXPERIENCE_3,0.0,0.0,0,0
2026-02-01T10:03:33.743464,ENCHANTED_GOLD_BLOCK,79995.0,75802.2,43257,115220
2026-02-01T10:03:33.743464,FINE_OPAL_GEM,25386.815638766522,20301.38234707447,13142,86781
2026-02-01T10:03:33.743464,FAKE_SHURIKEN,50910.11328207848,44027.647387468896,173341,1683955
2026-02-01T10:03:33.743464,BLASTBERRY,2916521.1375,2202822.017721519,907,869
2026-02-01T10:03:33.743464,SCORCHED_POWER_CRYSTAL,890308.0410194172,794119.5606714628,19769,107944
2026-02-01T10:03:33.743464,REHEATED_GUMMY_POLAR_BEAR,490913.7,418290.0045454546,9577,1190
2026-02-01T10:03:33.743464,MANGCORE,245429.18531598515,217460.30050800662,6632,13127
2026-02-01T10:03:33.743464,CINDERSHADE,1186165.7874999999,785017.9971698114,480,3050
2026-02-01T10:03:33.743464,ESSENCE_SPIDER,1367.6261103452916,1199.3952431306275,5758240,14644548
2026-02-01T10:03:33.743464,GLOWSTONE_DUST,11.715769569166145,0.4,6847467,1304680
2026-02-01T10:03:33.743464,PERFECT_AMETHYST_GEM,11458956.140229883,6360751.6704918025,3439,3069
2026-02-01T10:03:33.743464,CROPIE,25299.294017094016,24321.940415085923,20967,348821
2026-02-01T10:03:33.743464,FTX_3070,136452.77878787878,111020.64137931034,388,3713
2026-02-01T10:03:33.743464,ENCHANTED_BONE,997.4,812.639111349914,1583317,2968354
2026-02-01T10:03:33.743464,SHARD_TROGLOBYTE,67943.77835467462,35958.8,518394,862
2026-02-01T10:03:33.743464,SHARD_KING_MINOS,887996.4980582524,486757.42499999993,2858,4030
2026-02-01T10:03:33.743464,ENCHANTMENT_DELICATE_5,2999987.0452380953,1296654.3222222223,738,453
2026-02-01T10:03:33.743464,ENCHANTMENT_PROSECUTE_6,71458396.0,62712541.00666667,20,743
2026-02-01T10:03:33.743464,ENCHANTMENT_PROSECUTE_5,0.0,0.0,0,0
2026-02-01T10:03:33.743464,GIANT_FRAGMENT_BIGFOOT,71941.29806451613,47784.576203664255,321,459241
2026-02-01T10:03:33.743464,LIGHT_BAIT,1605.3010289073984,243.9,263311,39169
2026-02-01T10:03:33.743464,SHARD_BOREAL_OWL,453509.83455702406,377620.29999999993,89593,1759
2026-02-01T10:03:33.743464,CUP_OF_BLOOD,284.25588297796986,20.362339127527996,925191,3502118
2026-02-01T10:03:33.743464,MAGIC_MUSHROOM_SOUP,599.9988572154149,76.55987184319638,348383,640427
2026-02-01T10:03:33.743464,CLAY_BALL,49.7,3.201389024203538,1588887,1598338
2026-02-01T10:03:33.743464,SHARD_GOLDEN_GHOUL,21062.062100694442,12145.5,287900,540
2026-02-01T10:03:33.743464,OLD_FRAGMENT,10091.9,8229.539456316783,6052,532644
2026-02-01T10:03:33.743464,ROUGH_AMBER_GEM,8.329949667263454,1.1095042384781826,9019900,9560303
2026-02-01T10:03:33.743464,ENCHANTMENT_PROSECUTE_4,0.0,0.0,0,0
2026-02-01T10:03:33.743464,ENCHANTMENT_PROSECUTE_3,0.0,0.0,0,0
2026-02-01T10:03:33.743464,ENCHANTMENT_PROSECUTE_2,0.0,0.0,0,0
2026-02-01T10:03:33.743464,ENCHANTMENT_PROSECUTE_1,0.0,0.0,0,0
2026-02-01T10:03:33.743464,DEEP_ROOT,8553.689598811294,306.59884301866947,14743,317329
2026-02-01T10:03:33.743464,ALL_IN_ALOE,474546.525,122418.00264483628,397,152153
2026-02-01T10:03:33.743464,FINE_AMBER_GEM,25196.9,23475.0787366733,73000,516969
2026-02-01T10:03:33.743464,SUPER_MAGIC_MUSHROOM_SOUP,8298.17204574333,5488.500036313458,128926,60372
2026-02-01T10:03:33.743464,CHOCOBERRY,708377.7436363638,414949.03043478256,1864,1471
2026-02-01T10:03:33.743464,ENDER_PEARL,40.51830894777905,5.451005696232828,41882041,3872507
2026-02-01T10:03:33.743464,STARTLEVINE,10534253.7,5305761.094117647,72,590
2026-02-01T10:03:33.743464,LESSER_SOULFLOW_ENGINE,1776562.0424242422,1410898.620588235,4110,5298
2026-02-01T10:03:33.743464,ENCHANTED_GLACITE,1899.8846976816435,1791.2642083610624,1561915,711200
2026-02-01T10:03:33.743464,FLAWED_JADE_GEM,334.6439589772408,257.76210314615537,89033,14086335
2026-02-01T10:03:33.743464,TOIL_LOG,0.0,0.0,0,0
2026-02-01T10:03:33.743464,BROKEN_RADAR,772404.9146341464,724329.8041095891,1665,1469
2026-02-01T10:03:33.743464,ENCHANTMENT_RESPITE_5,750843.69,202690.3,1967,11
2026-02-01T10:03:33.743464,ENCHANTMENT_RESPITE_3,86126.7,27001.324060150375,39,4785
2026-02-01T10:03:33.743464,ENCHANTMENT_RESPITE_4,0.0,50000.0,0,256
2026-02-01T10:03:33.743464,ENCHANTMENT_RESPITE_1,29981.4625,3226.4660668380466,180,15002
2026-02-01T10:03:33.743464,ENCHANTMENT_RESPITE_2,98572.6,429.1103846153846,17,2841
2026-02-01T10:03:33.743464,CORRUPTED_FRAGMENT,0.1,0.0,907477,0
2026-02-01T10:03:33.743464,ENCHANTED_RAW_BEEF,699.6386670962577,562.1,2223692,302720
2026-02-01T10:03:33.743464,TIMESTALK,1399996.9112,600000.4,3527,1020
2026-02-01T10:03:33.743464,RABBIT_HIDE,6.639695827135725,0.30720548381954405,2837073,258015
2026-02-01T10:03:33.743464,DARK_BAIT,1947.5617826617824,1009.4,285649,367584
2026-02-01T10:03:33.743464,ENCHANTED_PUMPKIN,1741.879505339624,1576.5073477820765,4249056,2376545
2026-02-01T10:03:33.743464,ENCHANTED_COOKED_FISH,149479.2,146744.49446666669,14265,101945
2026-02-01T10:03:33.743464,OBSIDIAN,21.281903181272213,8.434535832494756,7464709,4937576
2026-02-01T10:03:33.743464,MAGIC_JELLYBEAN,199995.7919047619,24895.443737653106,1259,105272
2026-02-01T10:03:33.743464,SUNSTONE,1378256.0898550726,250002.45625,3301,414
2026-02-01T10:03:33.743464,SECOND_MASTER_STAR,19407501.173684213,18201400.49259259,747,2642
2026-02-01T10:03:33.743464,ROUGH_ONYX_GEM,5.823880957291237,0.5,63800047,3326012
2026-02-01T10:03:33.743464,SHARD_TEMPEST,657023.6296127563,0.0,20288,0
2026-02-01T10:03:33.743464,ENCHANTMENT_HARDENED_MANA_10,17999995.8,7441240.6,20,5
2026-02-01T10:03:33.743464,FLAWLESS_ONYX_GEM,2394507.4140624995,1311797.9744985674,3055,17443
2026-02-01T10:03:33.743464,SHARD_NIGHT_SQUID,42521.939703221135,28035.6,494310,1269
2026-02-01T10:03:33.743464,ENCHANTMENT_SCUBA_1,257498.20000000004,32977.3,26,1946
2026-02-01T10:03:33.743464,ENCHANTMENT_SCUBA_2,599999.4,20001.70625,3,1819
2026-02-01T10:03:33.743464,ENCHANTMENT_ULTIMATE_JERRY_2,1.2,0.0,9,0
2026-02-01T10:03:33.743464,ENCHANTMENT_ULTIMATE_REND_3,2749996.3,500001.37894736836,8,431
2026-02-01T10:03:33.743464,ENCHANTMENT_SCUBA_3,1200000.0,57830.7,9,75
2026-02-01T10:03:33.743464,ENCHANTMENT_ULTIMATE_REND_2,900418.2,351788.79008264455,34,11763
2026-02-01T10:03:33.743464,ENCHANTMENT_SCUBA_4,2187558.7,275628.5,10,151
2026-02-01T10:03:33.743464,ENCHANTMENT_ULTIMATE_JERRY_1,1.0,0.0,1,0
2026-02-01T10:03:33.743464,ENCHANTMENT_ULTIMATE_REND_1,618841.2,276740.98736462096,68,7483
2026-02-01T10:03:33.743464,ENCHANTMENT_SCUBA_5,3999998.6,1679340.9,20,40
2026-02-01T10:03:33.743464,ENCHANTMENT_ULTIMATE_JERRY_5,79999.98000000001,1.25,115,87
2026-02-01T10:03:33.743464,ENCHANTMENT_ULTIMATE_JERRY_4,899998.8,5.1,16,28
2026-02-01T10:03:33.743464,ENCHANTMENT_ULTIMATE_REND_5,11999998.2,4262768.92,55,141
2026-02-01T10:03:33.743464,ENCHANTMENT_ULTIMATE_REND_4,7999999.7,685001.6,7,95
2026-02-01T10:03:33.743464,ENCHANTMENT_ULTIMATE_JERRY_3,4.0,0.0,1,0
2026-02-01T10:03:33.743464,BAZAAR_COOKIE,0.0,0.0,0,0
2026-02-01T10:03:33.743464,SHARD_WARTYBUG,2999997.9654545453,2130256.8,1660,363
2026-02-01T10:03:33.743464,BROWN_MUSHROOM,22.63173130131564,6.0829244429950045,24488215,5239445
2026-02-01T10:03:33.743464,ENCHANTMENT_HARVESTING_5,0.0,0.0,0,0
2026-02-01T10:03:33.743464,ENCHANTMENT_HARVESTING_4,0.0,0.0,0,0
2026-02-01T10:03:33.743464,ENCHANTMENT_HARVESTING_3,0.0,0.0,0,0
2026-02-01T10:03:33.743464,CARROT_ITEM,4.898687617083079,0.5264556294185924,4650178,678071
2026-02-01T10:03:33.743464,ENCHANTMENT_HARVESTING_2,0.0,0.0,0,0
2026-02-01T10:03:33.743464,ENCHANTMENT_HARVESTING_1,0.0,0.0,0,0
2026-02-01T10:03:33.743464,SHARD_HUMMINGBIRD,231785.5100795756,177170.4432,3146,15794
2026-02-01T10:03:33.743464,ENCHANTED_RABBIT_HIDE,778.29969216197,717.5,1587034,1908580
2026-02-01T10:03:33.743464,ENCHANTMENT_HARVESTING_6,4319982.857142857,2987975.34822695,928,3103
2026-02-01T10:03:33.743464,WATER_ORB,355737.2887733887,50008.4,22326,20128
2026-02-01T10:03:33.743464,SEVERED_HAND,8227344.341666668,6388648.467346938,593,2284
2026-02-01T10:03:33.743464,SHARD_GECKO,639017.9222222221,602001.7028112449,1649,3991
2026-02-01T10:03:33.743464,MATCH_STICKS,651.6398476812186,141.64709480122323,353936,918641
2026-02-01T10:03:33.743464,SHARD_BASILISK,285323.49953100574,1000.4,119235,4415
2026-02-01T10:03:33.743464,FOURTH_MASTER_STAR,57291785.12857143,54402714.99999999,209,366
2026-02-01T10:03:33.743464,ENCHANTED_BIRCH_LOG,427.78872913206885,172.45600077957513,1114528,4329435
2026-02-01T10:03:33.743464,ENCHANTED_GUNPOWDER,1295.4975845847657,730.403197754958,1072925,3900226
2026-02-01T10:03:33.743464,THORNY_VINES,3999999.7000000007,109666.68735083535,33,9350
2026-02-01T10:03:33.743464,CACTUS,4.9255988991984605,0.9,5301679,1036186
2026-02-01T10:03:33.743464,DUNG,13222.709787849568,470.82877097590705,85513,2564704
2026-02-01T10:03:33.743464,SHARD_PYTHON,231479.21690090085,175555.29999999996,160694,598
2026-02-01T10:03:33.743464,SHARD_SKELETOR,230895.9260070289,190061.34857142856,93766,1185
2026-02-01T10:03:33.743464,RED_MUSHROOM,11.12810525191057,6.2005727718535715,19342521,10956570
2026-02-01T10:03:33.743464,GRAND_EXP_BOTTLE,4895.5162335303,4400.943372218921,1509937,6070282
2026-02-01T10:03:33.743464,MUTTON,47.419166627408494,15.856237252549493,4219966,3546788
2026-02-01T10:03:33.743464,SHARD_THORN,171111.09769975787,89790.1001754386,40095,19806
2026-02-01T10:03:33.743464,SPIDER_EYE,6.455022790974208,1.1544202878063952,6287786,2608253
2026-02-01T10:03:33.743464,LARGE_ENCHANTED_CHEST,369999.2963875205,317362.7,2769,561
2026-02-01T10:03:33.743464,ENCHANTMENT_TRUE_PROTECTION_1,1005395.8960000001,635870.2290322582,2114,305
2026-02-01T10:03:33.743464,CORRUPT_SOIL,470665.5916666667,219214.45381355938,8353,35397
2026-02-01T10:03:33.743464,RARE_DIAMOND,4373.1,0.0,148,0
2026-02-01T10:03:33.743464,DWARVEN_OS_BLOCK_BRAN,425311.8120481928,290255.3246268657,3401,13195
2026-02-01T10:03:33.743464,TIGER_SHARK_TOOTH,53949.79736992567,46959.20716981132,38991,2686
2026-02-01T10:03:33.743464,ENCHANTMENT_LUCK_OF_THE_SEA_4,0.0,0.0,0,0
2026-02-01T10:03:33.743464,ENCHANTMENT_LUCK_OF_THE_SEA_5,0.0,0.0,0,0
2026-02-01T10:03:33.743464,ENCHANTMENT_LUCK_OF_THE_SEA_6,585908.7,10000.059411764707,27,1481
2026-02-01T10:03:33.743464,ENCHANTMENT_SMARTY_PANTS_3,2118717.6,500000.1,12,7
2026-02-01T10:03:33.743464,SHARD_BEZAL,21223.460583333333,16000.6,938827,2701
2026-02-01T10:03:33.743464,ENCHANTMENT_SMARTY_PANTS_2,1135715.9,150004.13913043475,32,3631
